City,Country,Year,Semester,Major,Second major,Program,Term,Gender,ID
Copenhagen,Denmark,2017,Spring,None,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,251
Copenhagen,Denmark,2017,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,252
Copenhagen,Denmark,2017,Spring,Cognitive Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,253
Copenhagen,Denmark,2017,Spring,Education,American Studies,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,254
Copenhagen,Denmark,2017,Spring,Classics,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,255
Copenhagen,Denmark,2017,Spring,Computer Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,256
Copenhagen,Denmark,2017,Spring,English Literature,History,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,257
Copenhagen,Denmark,2017,Spring,Computer Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,258
Copenhagen,Denmark,2017,Spring,Psychology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Male,259
Copenhagen,Denmark,2017,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,260
Copenhagen,Denmark,2017,Spring,Mathematics,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female,261
Copenhagen,Denmark,2018,Spring,Psychology,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,262
Copenhagen,Denmark,2018,Spring,None,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female,263
Copenhagen,Denmark,2018,Spring,Chemical Engineering,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,264
Copenhagen,Denmark,2018,Spring,PreMed,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,265
Copenhagen,Denmark,2018,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,266
Copenhagen,Denmark,2018,Spring,Statistical Sciences,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,267
Copenhagen,Denmark,2018,Spring,History,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female,268
Copenhagen,Denmark,2018,Spring,"Commerce, Organizations & Entrepreneurship",,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male,269
Copenhagen,Denmark,2018,Spring,Engineering,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female,270
Copenhagen,Denmark,2018,Spring,PreMed,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female,271
Dschang,Cameroon,2016,Fall,Development Studies,,SIT - Cameroon: Social Pluralism and Development,Fall 2016 ,Female,272
Dschang,Cameroon,2017,Fall,Urban Studies,,SIT - Cameroon: Social Pluralism and Development,Fall 2017 ,Female,273
Dschang,Cameroon,2017,Fall,Africana Studies,English Literature,SIT - Cameroon: Social Pluralism and Development,Fall 2017 ,Female,274
Dublin,Ireland,2016,Fall,History,Political Science,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female,277
Dublin,Ireland,2016,Fall,History,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female,278
Dublin,Ireland,2016,Fall,Public Policy and American Institutions,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female,279
Dublin,Ireland,2016,Fall,English Literature,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female,280
Dublin,Ireland,2016,Fall,History,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Fall 2016 ,Male,281
Dublin,Ireland,2017,Fall,English Literature,Medieval Studies,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female,282
Dublin,Ireland,2017,Fall,Computer Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female,283
Dublin,Ireland,2017,Fall,Political Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male,284
Dublin,Ireland,2017,Fall,Economics,International Relations,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male,285
Dublin,Ireland,2017,Fall,Music,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female,286
Dublin,Ireland,2017,Fall,Economics,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male,287
Dublin,Ireland,2018,Fall,Cognitive Neuroscience,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female,288
Dublin,Ireland,2018,Fall,Computer Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Male,289
Dublin,Ireland,2018,Fall,Botany,English Literature,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female,290
Dublin,Ireland,2018,Fall,Public Policy and American Institutions,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Male,291
Dublin,Ireland,2018,Fall,Economics,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female,292
Dublin,Ireland,2018,Fall,Philosophy,PreMed,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,293
Dublin,Ireland,2018,Fall,None,None,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male,294
Dublin,Ireland,2018,Fall,Business (General),,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,295
Dublin,Ireland,2018,Fall,Education,,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,296
Dublin,Ireland,2018,Fall,Gender and Sexuality Studies,Theatre Arts and Performance Studies,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,297
Dublin,Ireland,2018,Fall,Neuroscience,History,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,298
Dublin,Ireland,2018,Fall,International Relations,Economics,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,299
Dublin,Ireland,2018,Fall,American Studies,,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female,300
Dublin,Ireland,2018,Fall,Economics,Computer Science,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male,301
Dublin,Ireland,2018,Fall,English Literature,Film Studies,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male,302
Dublin,Ireland,2018,Fall,English Literature,History,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male,303
Dublin,Ireland,2017,Spring,Economics,,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Female,304
Dublin,Ireland,2017,Spring,Religious Studies,,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Male,305
Dublin,Ireland,2017,Spring,Economics,Biology,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Female,306
Dublin,Ireland,2018,Spring,English Language,,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Male,307
Dublin,Ireland,2018,Spring,Theatre Arts and Performance Studies,English Literature,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female,308
Dublin,Ireland,2018,Spring,Comparative Literature,,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Male,309
Dublin,Ireland,2018,Spring,Political Science,Gender and Sexuality Studies,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female,310
Dublin,Ireland,2018,Spring,"Commerce, Organizations & Entrepreneurship",,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female,311
Dublin,Ireland,2018,Spring,Economics,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Spring 2018 ,Male,312
Dunedin,New Zealand,2016,Fall,Geology,,Arcadia University - University of Otago,Fall 2016 ,Female,313
Dunedin,New Zealand,2017,Fall,Environmental Studies,,Arcadia University - University of Otago,Fall 2017 ,Female,314
Dunedin,New Zealand,2017,Fall,English Language,,Arcadia University - University of Otago,Fall 2017 ,Female,315
Dunedin,New Zealand,2018,Spring,Computer Science,,Arcadia University - University of Otago,Spring 2018 ,Male,316
Dunedin,New Zealand,2018,Spring,Yes,,Arcadia University - University of Otago,Spring 2018 ,Female,317
Dunedin,New Zealand,2018,Spring,Environmental Studies,,Arcadia University - University of Otago,Spring 2018 ,Male,318
Edinburgh,United Kingdom,2016,Fall,Yes,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female,323
Edinburgh,United Kingdom,2016,Fall,Mechanical Engineering,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Male,324
Edinburgh,United Kingdom,2016,Fall,Neuroscience,No,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female,325
Edinburgh,United Kingdom,2016,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female,326
Edinburgh,United Kingdom,2016,Fall,PreMed,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female,327
Edinburgh,United Kingdom,2016,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female,328
Edinburgh,United Kingdom,2016,Fall,Biology,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Male,329
Edinburgh,United Kingdom,2016,Fall,Archeology,Egyptology,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Female,330
Edinburgh,United Kingdom,2016,Fall,Literary Arts,Computer Science,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Male,331
Edinburgh,United Kingdom,2016,Fall,Cognitive Neuroscience,American Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female,332
Edinburgh,United Kingdom,2016,Fall,English Literature,Film Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female,333
Edinburgh,United Kingdom,2016,Fall,Political Science,Religious Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Male,334
Edinburgh,United Kingdom,2016,Fall,Linguistics,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female,335
Edinburgh,United Kingdom,2017,Fall,Political Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female,336
Edinburgh,United Kingdom,2017,Fall,Geology,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female,337
Edinburgh,United Kingdom,2017,Fall,English Literature,Theatre Arts and Performance Studies,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female,338
Edinburgh,United Kingdom,2017,Fall,Political Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female,339
Edinburgh,United Kingdom,2017,Fall,History,English Literature,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Male,340
Edinburgh,United Kingdom,2017,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Male,341
Edinburgh,United Kingdom,2017,Fall,Literary Arts,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,342
Edinburgh,United Kingdom,2017,Fall,PreMed,Science,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,343
Edinburgh,United Kingdom,2017,Fall,Economics,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male,344
Edinburgh,United Kingdom,2017,Fall,"Commerce, Organizations & Entrepreneurship",,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male,345
Edinburgh,United Kingdom,2017,Fall,PreMed,Mathematics,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,346
Edinburgh,United Kingdom,2017,Fall,Computational Biology,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,347
Edinburgh,United Kingdom,2017,Fall,Biology,PreMed,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,348
Edinburgh,United Kingdom,2017,Fall,International Relations,Chinese,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female,349
Edinburgh,United Kingdom,2017,Fall,Literary Arts,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male,350
Edinburgh,United Kingdom,2017,Fall,Modern Culture and Media,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male,351
Edinburgh,United Kingdom,2017,Fall,Economics,Literary Arts,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male,352
Edinburgh,United Kingdom,2018,Fall,None,Economics,*Brown in the U.K. - University of Edinburgh,Fall 2018 ,Male,353
Edinburgh,United Kingdom,2018,Fall,None,,*Brown in the U.K. - University of Edinburgh,Fall 2018 ,Male,354
Edinburgh,United Kingdom,2017,Spring,Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male,355
Edinburgh,United Kingdom,2017,Spring,English Language,Political Science,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,356
Edinburgh,United Kingdom,2017,Spring,Economics,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male,357
Edinburgh,United Kingdom,2017,Spring,Literary Arts,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male,358
Edinburgh,United Kingdom,2017,Spring,Visual Art,Education,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,359
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,360
Edinburgh,United Kingdom,2017,Spring,Biology,History,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,361
Edinburgh,United Kingdom,2017,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male,362
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,363
Edinburgh,United Kingdom,2017,Spring,Education,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,364
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,365
Edinburgh,United Kingdom,2017,Spring,Modern Culture and Media,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female,366
Edinburgh,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2017 ,Female,367
Edinburgh,United Kingdom,2017,Spring,Literary Arts,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2017 ,Male,368
Edinburgh,United Kingdom,2018,Spring,PreMed,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,369
Edinburgh,United Kingdom,2018,Spring,Mechanical Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,370
Edinburgh,United Kingdom,2018,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Male,371
Edinburgh,United Kingdom,2018,Spring,History,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Male,372
Edinburgh,United Kingdom,2018,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,373
Edinburgh,United Kingdom,2018,Spring,Anthropology,English Literature,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,374
Edinburgh,United Kingdom,2018,Spring,Archeology,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,375
Edinburgh,United Kingdom,2018,Spring,Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female,376
Edinburgh,United Kingdom,2018,Spring,Modern Culture and Media,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2018 ,Female,377
Edinburgh,United Kingdom,2018,Spring,English Literature,Medieval Studies,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2018 ,Female,378
Exeter,United Kingdom,2017,Spring,Physics,Geology,*Brown in the U.K. - University of Exeter,Spring 2017 ,Female,379
Geneva,Switzerland,2016,Fall,International Relations,,Smith College - Université de Genève,Fall 2016 ,Female,380
Geneva,Switzerland,2018,Fall,Yes,Neuroscience,SIT - Switzerland: Global Health and Development Policy,Fall 2018 ,Female,381
Geneva,Switzerland,2018,Fall,Biology,,SIT - Switzerland: Global Health and Development Policy,Fall 2018 ,Female,382
Geneva,Switzerland,2017,Spring,Political Science,,SIT - Switzerland: Global Health and Development Policy,Spring 2017 ,Female,383
Geneva,Switzerland,2018,Spring,Development Studies,PreMed,SIT - Switzerland: Global Health and Development Policy,Spring 2018 ,Female,384
Granada,Spain,2016,Fall,Yes,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female,388
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female,389
Granada,Spain,2016,Fall,Computer Science,None,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female,390
Granada,Spain,2016,Fall,Neuroscience,Neuroscience,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Male,391
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female,392
Granada,Spain,2016,Fall,Political Science,History,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female,393
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female,394
Granada,Spain,2016,Fall,Yes,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female,395
Granada,Spain,2016,Fall,Economics,Biology,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female,396
Granada,Spain,2016,Fall,Political Science,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Male,397
Granada,Spain,2016,Fall,English Literature,None,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female,398
Granada,Spain,2016,Fall,None,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female,399
Granada,Spain,2016,Fall,Spanish,International Relations,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female,400
Granada,Spain,2016,Fall,Spanish,Modern Culture and Media,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female,401
Granada,Spain,2017,Fall,English Literature,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female,402
Granada,Spain,2017,Fall,Literary Arts,History,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female,403
Granada,Spain,2017,Fall,Yes,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female,404
Granada,Spain,2017,Fall,History,Spanish,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female,405
Granada,Spain,2017,Fall,International Relations,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female,406
Granada,Spain,2017,Fall,Urban Studies,Public Policy and American Institutions,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male,407
Granada,Spain,2017,Fall,Political Science,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male,408
Granada,Spain,2017,Fall,English Language,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male,409
Granada,Spain,2017,Fall,Comparative Literature,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female,410
Granada,Spain,2017,Fall,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female,411
Granada,Spain,2017,Fall,History,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male,412
Granada,Spain,2017,Fall,English Literature,None,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female,413
Granada,Spain,2017,Fall,Computer Science,,*Brown in Granada Spain (CASA) - Translation Program,Fall 2017 ,Female,414
Granada,Spain,2017,Fall,Comparative Literature,,*Brown in Granada Spain (CASA) - Translation Program,Fall 2017 ,Female,415
Granada,Spain,2017,Fall,Economics,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Male,416
Granada,Spain,2017,Fall,Middle East Studies,History,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Male,417
Granada,Spain,2017,Fall,Education,Development Studies,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Female,418
Granada,Spain,2018,Fall,Computer Science,Philosophy,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Male,419
Granada,Spain,2018,Fall,Economics,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female,420
Granada,Spain,2018,Fall,Literary Arts,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female,421
Granada,Spain,2018,Fall,Economics,Business (General),*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female,422
Granada,Spain,2018,Fall,Yes,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female,423
Granada,Spain,2018,Fall,Computer Science,Comparative Literature,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female,424
Granada,Spain,2018,Fall,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female,425
Granada,Spain,2018,Fall,Modern Culture and Media,Africana Studies,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female,426
Granada,Spain,2018,Fall,Literary Arts,Philosophy,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Male,427
Granada,Spain,2018,Fall,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female,428
Granada,Spain,2018,Fall,English Literature,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female,429
Granada,Spain,2018,Fall,History,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Male,430
Granada,Spain,2018,Fall,Computer Science,Modern Culture and Media,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female,431
Granada,Spain,2018,Fall,International Relations,Middle East Studies,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,432
Granada,Spain,2018,Fall,Middle East Studies,None,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,433
Granada,Spain,2018,Fall,Computer Science,Economics,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male,434
Granada,Spain,2018,Fall,Economics,Philosophy,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male,435
Granada,Spain,2018,Fall,No,Sociology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,436
Granada,Spain,2018,Fall,Religious Studies,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,437
Granada,Spain,2018,Fall,Psychology,Political Science,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,438
Granada,Spain,2018,Fall,History,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male,439
Granada,Spain,2018,Fall,Music,Psychology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,440
Granada,Spain,2018,Fall,Philosophy,Architecture,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female,441
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female,442
Granada,Spain,2017,Spring,Literary Arts,Spanish,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female,443
Granada,Spain,2017,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female,444
Granada,Spain,2017,Spring,Environmental Studies,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female,445
Granada,Spain,2017,Spring,Political Science,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male,446
Granada,Spain,2017,Spring,"Commerce, Organizations & Entrepreneurship",,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male,447
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female,448
Granada,Spain,2017,Spring,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female,449
Granada,Spain,2017,Spring,Economics,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male,450
Granada,Spain,2017,Spring,International Relations,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male,451
Granada,Spain,2017,Spring,Environmental Science,Visual Art,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female,452
Granada,Spain,2017,Spring,Political Science,Literary Arts,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female,453
Granada,Spain,2017,Spring,Archeology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female,454
Granada,Spain,2017,Spring,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female,455
Granada,Spain,2017,Spring,Spanish,Computer Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female,456
Granada,Spain,2017,Spring,Biology,Cognitive Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female,457
Granada,Spain,2018,Spring,Biochemistry,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female,458
Granada,Spain,2018,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female,459
Granada,Spain,2018,Spring,Business (General),,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female,460
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female,461
Granada,Spain,2018,Spring,Computer Science,Visual Art,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female,462
Granada,Spain,2018,Spring,Business (General),,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Male,463
Granada,Spain,2018,Spring,Comparative Literature,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female,464
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female,465
Granada,Spain,2018,Spring,English Literature,Visual Art,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Male,466
Granada,Spain,2018,Spring,Yes,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female,467
Granada,Spain,2018,Spring,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Male,468
