City,Country,Year,Semester,Major,Second major,Program,Term,Gender
Copenhagen,Denmark,2017,Spring,None,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,None,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Cognitive Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Education,American Studies,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Classics,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Computer Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,English Literature,History,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Computer Science,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Psychology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Male
Copenhagen,Denmark,2017,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2017,Spring,Mathematics,,DIS - Danish Institute for Study Abroad,Spring 2017 ,Female
Copenhagen,Denmark,2018,Spring,Psychology,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,None,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female
Copenhagen,Denmark,2018,Spring,Chemical Engineering,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,PreMed,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,Biology,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,Statistical Sciences,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,History,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female
Copenhagen,Denmark,2018,Spring,"Commerce, Organizations & Entrepreneurship",,DIS - Danish Institute for Study Abroad,Spring 2018 ,Male
Copenhagen,Denmark,2018,Spring,Engineering,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female
Copenhagen,Denmark,2018,Spring,PreMed,,DIS - Danish Institute for Study Abroad,Spring 2018 ,Female
Dschang,Cameroon,2016,Fall,Development Studies,,SIT - Cameroon: Social Pluralism and Development,Fall 2016 ,Female
Dschang,Cameroon,2017,Fall,Urban Studies,,SIT - Cameroon: Social Pluralism and Development,Fall 2017 ,Female
Dschang,Cameroon,2017,Fall,Africana Studies,English Literature,SIT - Cameroon: Social Pluralism and Development,Fall 2017 ,Female
Dublin,Ireland,"2016, 2017","Fall, Spring",Political Science,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Entire Year - Fall 2016 and Spring 2017 ,Male
Dublin,Ireland,"2018, 2019","Fall, Spring",Classics,,*Brown in Ireland (CASA) - Trinity College,Entire Year - Fall 2018 and Spring 2019 ,Female
Dublin,Ireland,2016,Fall,History,Political Science,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female
Dublin,Ireland,2016,Fall,History,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female
Dublin,Ireland,2016,Fall,Public Policy and American Institutions,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female
Dublin,Ireland,2016,Fall,English Literature,,*Brown in Ireland (CASA) - Trinity College,Fall 2016 ,Female
Dublin,Ireland,2016,Fall,History,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Fall 2016 ,Male
Dublin,Ireland,2017,Fall,English Literature,Medieval Studies,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female
Dublin,Ireland,2017,Fall,Computer Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female
Dublin,Ireland,2017,Fall,Political Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male
Dublin,Ireland,2017,Fall,Economics,International Relations,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male
Dublin,Ireland,2017,Fall,Music,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Female
Dublin,Ireland,2017,Fall,Economics,,*Brown in Ireland (CASA) - Trinity College,Fall 2017 ,Male
Dublin,Ireland,2018,Fall,Cognitive Neuroscience,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Computer Science,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Male
Dublin,Ireland,2018,Fall,Botany,English Literature,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Public Policy and American Institutions,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Male
Dublin,Ireland,2018,Fall,Economics,,*Brown in Ireland (CASA) - Trinity College,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Philosophy,PreMed,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,None,None,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male
Dublin,Ireland,2018,Fall,Business (General),,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Education,,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Gender and Sexuality Studies,Theatre Arts and Performance Studies,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Neuroscience,History,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,International Relations,Economics,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,American Studies,,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Female
Dublin,Ireland,2018,Fall,Economics,Computer Science,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male
Dublin,Ireland,2018,Fall,English Literature,Film Studies,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male
Dublin,Ireland,2018,Fall,English Literature,History,*Mid-Year Transfer Program - Brown in Ireland (Trinity College Dublin) *Restricted Application*,Fall 2018 ,Male
Dublin,Ireland,2017,Spring,Economics,,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Female
Dublin,Ireland,2017,Spring,Religious Studies,,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Male
Dublin,Ireland,2017,Spring,Economics,Biology,*Brown in Ireland (CASA) - Trinity College,Spring 2017 ,Female
Dublin,Ireland,2018,Spring,English Language,,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Male
Dublin,Ireland,2018,Spring,Theatre Arts and Performance Studies,English Literature,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female
Dublin,Ireland,2018,Spring,Comparative Literature,,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Male
Dublin,Ireland,2018,Spring,Political Science,Gender and Sexuality Studies,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female
Dublin,Ireland,2018,Spring,"Commerce, Organizations & Entrepreneurship",,*Brown in Ireland (CASA) - Trinity College,Spring 2018 ,Female
Dublin,Ireland,2018,Spring,Economics,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Spring 2018 ,Male
Dunedin,New Zealand,2016,Fall,Geology,,Arcadia University - University of Otago,Fall 2016 ,Female
Dunedin,New Zealand,2017,Fall,Environmental Studies,,Arcadia University - University of Otago,Fall 2017 ,Female
Dunedin,New Zealand,2017,Fall,English Language,,Arcadia University - University of Otago,Fall 2017 ,Female
Dunedin,New Zealand,2018,Spring,Computer Science,,Arcadia University - University of Otago,Spring 2018 ,Male
Dunedin,New Zealand,2018,Spring,Yes,,Arcadia University - University of Otago,Spring 2018 ,Female
Dunedin,New Zealand,2018,Spring,Environmental Studies,,Arcadia University - University of Otago,Spring 2018 ,Male
Edinburgh,United Kingdom,"2018, 2019","Fall, Spring",None,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male
Edinburgh,United Kingdom,"2018, 2019","Fall, Spring",Political Science,Modern Culture and Media,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male
Edinburgh,United Kingdom,"2018, 2019","Fall, Spring",Physics,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female
Edinburgh,United Kingdom,"2018, 2019","Fall, Spring",Literary Arts,English Literature,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female
Edinburgh,United Kingdom,2016,Fall,Yes,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Mechanical Engineering,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Male
Edinburgh,United Kingdom,2016,Fall,Neuroscience,No,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,PreMed,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Biology,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Male
Edinburgh,United Kingdom,2016,Fall,Archeology,Egyptology,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Literary Arts,Computer Science,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Fall 2016 ,Male
Edinburgh,United Kingdom,2016,Fall,Cognitive Neuroscience,American Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,English Literature,Film Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female
Edinburgh,United Kingdom,2016,Fall,Political Science,Religious Studies,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Male
Edinburgh,United Kingdom,2016,Fall,Linguistics,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2016 ,Female
Edinburgh,United Kingdom,2017,Fall,Political Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Geology,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,English Literature,Theatre Arts and Performance Studies,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Political Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,History,English Literature,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,Computer Science,,*Brown in the U.K. - University of Edinburgh,Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,Literary Arts,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,PreMed,Science,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Economics,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,"Commerce, Organizations & Entrepreneurship",,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,PreMed,Mathematics,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Computational Biology,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Biology,PreMed,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,International Relations,Chinese,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Female
Edinburgh,United Kingdom,2017,Fall,Literary Arts,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,Modern Culture and Media,,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male
Edinburgh,United Kingdom,2017,Fall,Economics,Literary Arts,"*Mid-Year Transfer Program - Brown in the UK - UNIVERSITY OF EDINBURGH, SCOTLAND *Restricted Application*",Fall 2017 ,Male
Edinburgh,United Kingdom,2018,Fall,None,Economics,*Brown in the U.K. - University of Edinburgh,Fall 2018 ,Male
Edinburgh,United Kingdom,2018,Fall,None,,*Brown in the U.K. - University of Edinburgh,Fall 2018 ,Male
Edinburgh,United Kingdom,2017,Spring,Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male
Edinburgh,United Kingdom,2017,Spring,English Language,Political Science,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Economics,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male
Edinburgh,United Kingdom,2017,Spring,Literary Arts,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male
Edinburgh,United Kingdom,2017,Spring,Visual Art,Education,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Biology,History,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Male
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Education,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,English Literature,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Modern Culture and Media,,*Brown in the U.K. - University of Edinburgh,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2017 ,Female
Edinburgh,United Kingdom,2017,Spring,Literary Arts,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2017 ,Male
Edinburgh,United Kingdom,2018,Spring,PreMed,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,Mechanical Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Male
Edinburgh,United Kingdom,2018,Spring,History,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Male
Edinburgh,United Kingdom,2018,Spring,None,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,Anthropology,English Literature,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,Archeology,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,Engineering,,*Brown in the U.K. - University of Edinburgh,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,Modern Culture and Media,,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2018 ,Female
Edinburgh,United Kingdom,2018,Spring,English Literature,Medieval Studies,*Brown in the U.K. - University of Edinburgh - Brown + 1 Program,Spring 2018 ,Female
Exeter,United Kingdom,2017,Spring,Physics,Geology,*Brown in the U.K. - University of Exeter,Spring 2017 ,Female
Geneva,Switzerland,2016,Fall,International Relations,,Smith College - Université de Genève,Fall 2016 ,Female
Geneva,Switzerland,2018,Fall,Yes,Neuroscience,SIT - Switzerland: Global Health and Development Policy,Fall 2018 ,Female
Geneva,Switzerland,2018,Fall,Biology,,SIT - Switzerland: Global Health and Development Policy,Fall 2018 ,Female
Geneva,Switzerland,2017,Spring,Political Science,,SIT - Switzerland: Global Health and Development Policy,Spring 2017 ,Female
Geneva,Switzerland,2018,Spring,Development Studies,PreMed,SIT - Switzerland: Global Health and Development Policy,Spring 2018 ,Female
Glasgow,United Kingdom,"2017, 2018","Fall, Spring",Visual Art,,*Brown in the U.K. - Glasgow School of Art,Entire Year - Fall 2017 and Spring 2018 ,Female
Granada,Spain,"2017, 2018","Fall, Spring",Urban Studies,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2017 and Spring 2018 ,Female
Granada,Spain,"2018, 2019","Fall, Spring",Political Science,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2018 and Spring 2019 ,Female
Granada,Spain,2016,Fall,Yes,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female
Granada,Spain,2016,Fall,Computer Science,None,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Female
Granada,Spain,2016,Fall,Neuroscience,Neuroscience,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2016 ,Male
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female
Granada,Spain,2016,Fall,Political Science,History,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female
Granada,Spain,2016,Fall,International Relations,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female
Granada,Spain,2016,Fall,Yes,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female
Granada,Spain,2016,Fall,Economics,Biology,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Female
Granada,Spain,2016,Fall,Political Science,,*Brown in Granada Spain (CASA) - Intensive Language & Hispanic Studies Track,Fall 2016 ,Male
Granada,Spain,2016,Fall,English Literature,None,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female
Granada,Spain,2016,Fall,None,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female
Granada,Spain,2016,Fall,Spanish,International Relations,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female
Granada,Spain,2016,Fall,Spanish,Modern Culture and Media,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2016 ,Female
Granada,Spain,2017,Fall,English Literature,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Literary Arts,History,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Yes,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,History,Spanish,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,International Relations,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Urban Studies,Public Policy and American Institutions,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male
Granada,Spain,2017,Fall,Political Science,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male
Granada,Spain,2017,Fall,English Language,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male
Granada,Spain,2017,Fall,Comparative Literature,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,History,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Male
Granada,Spain,2017,Fall,English Literature,None,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Computer Science,,*Brown in Granada Spain (CASA) - Translation Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Comparative Literature,,*Brown in Granada Spain (CASA) - Translation Program,Fall 2017 ,Female
Granada,Spain,2017,Fall,Economics,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Male
Granada,Spain,2017,Fall,Middle East Studies,History,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Male
Granada,Spain,2017,Fall,Education,Development Studies,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2017 ,Female
Granada,Spain,2018,Fall,Computer Science,Philosophy,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Male
Granada,Spain,2018,Fall,Economics,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Literary Arts,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Economics,Business (General),*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Yes,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Computer Science,Comparative Literature,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,Modern Culture and Media,Africana Studies,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,Literary Arts,Philosophy,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Male
Granada,Spain,2018,Fall,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,English Literature,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,History,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Male
Granada,Spain,2018,Fall,Computer Science,Modern Culture and Media,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,International Relations,Middle East Studies,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Middle East Studies,None,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Computer Science,Economics,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,Economics,Philosophy,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,No,Sociology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Religious Studies,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Psychology,Political Science,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,History,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,Music,Psychology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Philosophy,Architecture,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female
Granada,Spain,2017,Spring,Literary Arts,Spanish,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female
Granada,Spain,2017,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Environmental Studies,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Political Science,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,"Commerce, Organizations & Entrepreneurship",,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Economics,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,International Relations,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,Environmental Science,Visual Art,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Political Science,Literary Arts,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Archeology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Spanish,Computer Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Biology,Cognitive Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female
Granada,Spain,2018,Spring,Biochemistry,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Business (General),,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Computer Science,Visual Art,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
